row_id,utterance,draft_Formality,draft_Energy,draft_Intimacy,draft_Humor,draft_Curiosity,reviewed_Formality,reviewed_Energy,reviewed_Intimacy,reviewed_Humor,reviewed_Curiosity,style,sample_bucket,notes,source_line,label_status
330,I I can say I like summer,23,43,38,9,18,23,43,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",208,human_reviewed
331,But er well it's it's fine for now,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",137147,human_reviewed
332,"Mmm er I I ha I have I have seen mmm recently er movie ah "" Yubiwa Monogatari """,23,35,38,13,18,23,35,38,13,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",108060,human_reviewed
333,I'm I'm a fresh man of political science department,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",84273,human_reviewed
334,"So mm but last year, I I broke my fingers",23,39,38,9,18,23,39,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",78009,human_reviewed
335,"if you have a express train, um I I want to take that",23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",50558,human_reviewed
336,"And when she came home, er she she cooked a lot of good food for me",23,35,48,9,36,23,35,48,9,36,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, personal or direct-address speech, learner disfluency/repair",8857,human_reviewed
337,"But er if use the train, and er if I have many many baggage oh it's hard that er not not convenient not no convenience",29,39,38,9,18,29,39,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",23198,human_reviewed
338,The Taro is little confused confused,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",45714,human_reviewed
339,"My case in my case, uum probably I wear wear",23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",86655,human_reviewed
340,"yesterday, I I worked err late at night, so at last night, so very I I am very sleepy now",26,53,38,9,18,26,53,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",120768,human_reviewed
341,So um how how much does it cost,23,39,30,9,18,23,39,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",30539,human_reviewed
342,"Last last month, I bought a Play Station Two",23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",113666,human_reviewed
343,is member of anmitsu anmitsu kai anmitsu anmitsu de,23,35,30,9,36,23,35,30,9,36,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",92802,human_reviewed
344,Ah ah where can I get that ticket,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",16404,human_reviewed
345,"Yes, I I was, but uhm last Wee Wednesday, I had a test for exchange programme in my university",26,41,38,9,18,26,41,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",10467,human_reviewed
346,"Well I think it's a good idea because then um um when you are little, you can learn like faster and better, I think",26,49,38,9,18,26,49,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",136002,human_reviewed
347,Mm I I study English Literature,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",124028,human_reviewed
348,But but I want to do erm erm it is important that's important,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",82816,human_reviewed
349,Then but the the weather uh still went crazy so they,23,39,30,9,18,23,39,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",97846,human_reviewed
350,Urr I went urr I went er last last month,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",31361,human_reviewed
351,Uhm do you know uhm wes west uhm do you know urn east east entrance uhm of Shinjuku Station,29,39,30,9,18,29,39,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",60233,human_reviewed
352,"Ummm even if I don't like it, I I don't go to the shop and say ""I want my money back",29,47,38,9,18,29,47,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",103679,human_reviewed
353,"it's it's like Japanese one of the Japanese city, and also, Hawa Oahu is a small town",20,45,30,9,18,20,45,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",32348,human_reviewed
354,"My favorite restaurant is actually more, more friendly",23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",3520,human_reviewed
355,uum I I was gave a money from my mother,23,35,48,9,18,23,35,48,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, personal or direct-address speech, learner disfluency/repair",79823,human_reviewed
356,"Af uh after that, she returned returned returned home",23,35,40,9,18,23,35,40,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, personal or direct-address speech, learner disfluency/repair",67801,human_reviewed
357,They enters enters the gate of zoo,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",57605,human_reviewed
358,mm for example Marui Marui or Matsuzakaya,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",104572,human_reviewed
359,ee er I met I met her I met her er about ten ten years ago,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",51764,human_reviewed
360,I go to uhh shopping uhm my er live live living area,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",110902,human_reviewed
361,"Er but er Hanako er Hanako strongly wanted er to bring it back to to their house So finally, Taro accepted to do that",29,43,30,9,18,29,43,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",108352,human_reviewed
362,I I often cook eh Chinese foods,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",50106,human_reviewed
363,"Urr because I the because al urr I wa like to watch the American movies, and ur many many movies are filmed in New York City",29,47,38,9,18,29,47,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",33437,human_reviewed
364,"But next next week, I will go to ah ski",23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",22842,human_reviewed
365,"recently, I I didn I didn't",23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",55595,human_reviewed
366,I lived in in England for about five years,23,35,38,9,18,23,35,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",132082,human_reviewed
367,"Oh oh one day last week,",23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",120072,human_reviewed
368,uum his his favorite um his favorite wine the customer,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",124302,human_reviewed
369,"Urr the most thing I I use computer is sorry, is to type urr essay or report urr for for the assignment",39,39,40,9,18,39,39,40,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, personal or direct-address speech, learner disfluency/repair",10010,human_reviewed
370,"And , therefore, the the one of the nurse was so worried about my face and because I didn't express my happiness or whatever",26,45,38,9,18,26,45,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",90503,human_reviewed
371,So I like uh I like ss I I rai I write one,23,47,38,9,18,23,47,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",98268,human_reviewed
372,Korean barbecue is err almost almost Korean barbecue is pig food er pig meat,23,35,30,9,18,23,35,30,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",128325,human_reviewed
373,"So, I I feel some sometimes very nervous to say",23,47,38,9,18,23,47,38,9,18,mistake_or_hesitation,repair_disfluency,"draft label for human review: repair_disfluency, learner disfluency/repair",13510,human_reviewed
374,Audiovisual s system audio visual communication system,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",20205,human_reviewed
375,"Urm When the uh at that time, urm I give it up",31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",72257,human_reviewed
376,"I drove the car to go to there and I spend maybe twenty or thirty minutes for skiing, another time I spend just",37,35,47,6,18,37,35,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",116012,human_reviewed
377,"So, I think the smoking and non-smoking should be uh separated",31,35,47,6,18,31,35,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",1882,human_reviewed
378,Err I'm belong to badminton circle,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",77454,human_reviewed
379,"Now, I will tell you my cell phone number",31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",36840,human_reviewed
380,"Er at first, I er I got up at err seven o'clock, and I ate big breakfast",28,33,47,6,18,28,33,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",7506,human_reviewed
381,Urm and the English level's high,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",136245,human_reviewed
382,And the door is er s slightly opened,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",60959,human_reviewed
383,"Oh that's good So, I got it So, how much is it",28,37,47,6,18,28,37,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",60075,human_reviewed
384,By the rearrangement of the er working roles in the department,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",29262,human_reviewed
385,And there's lots of grocery stores and convenient stores,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",136071,human_reviewed
386,It doesn't matter much to me,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",126945,human_reviewed
387,"parties Christmas parties or new year's parties, and at new year's, I will go back to my hometown",34,37,47,6,18,34,37,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",23572,human_reviewed
388,And my friends is go to some international school in Mexico,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",75521,human_reviewed
389,Oh I take Saikyo Line um er from Toda Station to Shibuya Station,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",86755,human_reviewed
390,"My daughter in the hospital quickly""",31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",54264,human_reviewed
391,Ah do you know the police box in wet West exit,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",114804,human_reviewed
392,China the er I like the best,31,39,47,6,18,31,39,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",101553,human_reviewed
393,"Last week, I went to see the cinema with my friend in college",31,31,57,6,18,31,31,57,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",65971,human_reviewed
394,I'm going to New York and hurry,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",9322,human_reviewed
395,"Then I had school, met my friends, and I was waiting for this interview",28,33,47,6,18,28,33,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",129874,human_reviewed
396,"Um this is so emergency er condition, so I have to go back, you know",28,37,47,6,18,28,37,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",137859,human_reviewed
397,"First, err I love I love to eat delicious dishes",31,39,47,6,18,31,39,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",76677,human_reviewed
398,Err my husband um is a scholar,31,31,57,6,18,31,31,57,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",87467,human_reviewed
399,"The woman wearing a pink suit was t take was taking her dog out for walk, I don't know",37,35,47,6,18,37,35,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",136109,human_reviewed
400,"mm therefore, I could not sh don't I could not enjoy therefore skiing",41,31,49,10,18,41,31,49,10,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",29411,human_reviewed
401,eat something are something to drink,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",119036,human_reviewed
402,"The school is very comt comfortable and students are very some students are very noisy but hm the atmosphere in the school is O K, I think",37,47,47,6,18,37,47,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",96469,human_reviewed
403,"It's easy than speak American or British, I think",31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",19920,human_reviewed
404,But I could I can't take her home,48,28,59,6,18,48,28,59,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech",75266,human_reviewed
405,And we had a very good umm restaurant,31,43,47,6,18,31,43,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",109705,human_reviewed
406,"Hawaii, England, France, Italy, mm Thailand, Philippines, Hong-Kong, China",35,30,39,6,18,35,30,39,6,18,personal_statement,personal_statement,draft label for human review: personal_statement,75409,human_reviewed
407,My current job is concern with erm worker's compensation insurance,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",95441,human_reviewed
408,"Last Sunday uh last Sunday, I cooked paella",31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",67076,human_reviewed
409,And erm the erm enjoyable time were going and going,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",94787,human_reviewed
410,So I want to lunch I want to eat lunch with me with you,31,35,47,6,18,31,35,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",31379,human_reviewed
411,Um err I went to shopping in Jusco,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",52807,human_reviewed
412,"Urr so, ha urr ha how about we go to McDonald near Shinjuku Station",31,35,47,6,18,31,35,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",6770,human_reviewed
413,Ticket is er two thousand yen,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",121047,human_reviewed
414,I have a cat and dog in my house,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",9640,human_reviewed
415,"I have to, because I cannot cook by myself , so I have to go out eating, though I don't like",34,49,47,6,18,34,49,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",3516,human_reviewed
416,it i it may it might be,41,31,49,6,18,41,31,49,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",68840,human_reviewed
417,Oh mhm how much the ticket,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",117375,human_reviewed
418,"But well next time, I really love to go there",31,43,47,6,18,31,43,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",104952,human_reviewed
419,"Yes, very much from my heart",31,43,47,6,18,31,43,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",44267,human_reviewed
420,"So, I wake up ahh without su sleepy",31,35,47,6,18,31,35,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",22618,human_reviewed
421,I sometimes go to urr theater to watch new cinema,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",112512,human_reviewed
422,Er I can ah I want to skiing,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",121832,human_reviewed
423,"near the house, eeto two boys playing with a ball",38,28,39,6,18,38,28,39,6,18,personal_statement,personal_statement,draft label for human review: personal_statement,74888,human_reviewed
424,Erm I will go to gym,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",82559,human_reviewed
425,Um maybe ten times a week,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",132726,human_reviewed
426,bring everything mm would bring everything,41,31,41,6,18,41,31,41,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",128867,human_reviewed
427,Oh um so uum how about on Sunday,31,35,39,6,18,31,35,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",124384,human_reviewed
428,"Uhm err I'd like to choice er the fir err first er sorry, err I I'd like to choice that er I can er reach the New York City as er first",47,43,49,6,18,47,43,49,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",51260,human_reviewed
429,Uhm my father is forty-nine years old,31,31,57,6,18,31,31,57,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",91418,human_reviewed
430,um I present her err engage ring,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",86171,human_reviewed
431,and I eat we ate some nice food,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",85649,human_reviewed
432,er the all of seat so no one can cannot seat,31,35,39,6,18,31,35,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",13383,human_reviewed
433,Err we have err internal dinner room,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",85684,human_reviewed
434,"And in addition, I tend to be, ur anemia recently",28,33,47,6,18,28,33,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",9765,human_reviewed
435,And I was a I was a very good student,38,40,47,6,18,38,40,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech",86938,human_reviewed
436,we can not see we can not see the such a sightseeing in Japan,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",8760,human_reviewed
437,So I watch I watch the T-shirts or um pants,31,35,47,6,18,31,35,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",54401,human_reviewed
438,"There are subway er but urm that time, I didn't get on the subway",31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",101948,human_reviewed
439,And er erm my wife's er my wife's er ring size erm I guess around eight or nine,37,35,47,6,18,37,35,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",61765,human_reviewed
440,"and zoo, so I think this uhm this city is",31,35,47,6,18,31,35,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",7290,human_reviewed
441,"Then in that case, I will have to come back here again",31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",134648,human_reviewed
442,the school may have free style,48,28,41,6,18,48,28,41,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech",48010,human_reviewed
443,And I speak uum ee to dog guchi,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",86220,human_reviewed
444,My high school is mm very strictly about a us to study,31,43,47,6,18,31,43,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",21009,human_reviewed
445,So I'm not good at skiing very well,31,43,47,6,18,31,43,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",93970,human_reviewed
446,"And I think tennis, you need a lot more strength in the arms",31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",136270,human_reviewed
447,And teacher is teaching uum about ma mathematics to the students,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",53855,human_reviewed
448,"They're doing skiing, and also, I see err several kids playing snowball playing",35,30,47,6,18,35,30,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech",90523,human_reviewed
449,"Um excuse me, um urm I'd urm I'd like to go to New York",41,39,49,6,18,41,39,49,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",15307,human_reviewed
450,ah is ah is created for us,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",103386,human_reviewed
451,"Er I can't fix when it's broken or like,",31,39,47,6,18,31,39,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",131576,human_reviewed
452,"Oh how much, the local train",31,31,39,6,36,31,31,39,6,36,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",122069,human_reviewed
453,I'm not so good at uh computer,31,35,47,6,18,31,35,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",71270,human_reviewed
454,So um how much is express er express train,31,35,39,6,18,31,35,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",19910,human_reviewed
455,And fish foo fish food fish is matching white wine,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",66669,human_reviewed
456,erm at erm seven o'clock in the afternoon,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",95138,human_reviewed
457,I is there something to drink,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",134261,human_reviewed
458,go do you get to movie,31,31,39,10,18,31,31,39,10,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",79424,human_reviewed
459,"in my house, and er reading a book or watching a T Vs",31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",13282,human_reviewed
460,"Urm no, I go back home, and today I I'll go to bed",28,33,57,6,18,28,33,57,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",117469,human_reviewed
461,"So, I'd like to buy the ah super express",31,43,47,6,18,31,43,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",22920,human_reviewed
462,"But, uh in a home, I opened the packages, the, how can I say, colors something different my from my image",34,37,57,6,18,34,37,57,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",67137,human_reviewed
463,"So I need to uh I need help But if I have the driver,",31,35,47,6,18,31,35,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",3469,human_reviewed
464,I'm fine thank you And you,48,28,49,6,18,48,28,49,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech",9549,human_reviewed
465,I spend my time to u er to work,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",87917,human_reviewed
466,"em stay at hotel and at that time, I wanted to get a discount",31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",14003,human_reviewed
467,"So if you can't change, I would not tell anyone",41,35,49,6,18,41,35,49,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",44542,human_reviewed
468,I wanted to eat er for lunch,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",88596,human_reviewed
469,uhm com comfortable and relax And two ladies,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",64573,human_reviewed
470,"it take one and a half hour to come ,",31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",59026,human_reviewed
471,"someones are not so good at skiing, so I think he is er almost",31,35,47,6,18,31,35,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",89628,human_reviewed
472,Uhm and it is nine o'clock,31,31,39,6,18,31,31,39,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, learner disfluency/repair",10002,human_reviewed
473,Er my major is International Economics,31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",123068,human_reviewed
474,"about uhm fifteen years ago, urm I was uu jazz musician",31,31,47,6,18,31,31,47,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",62022,human_reviewed
475,"And, for one month, and I stay stayed there in host family",28,33,57,6,18,28,33,57,6,18,personal_statement,personal_statement,"draft label for human review: personal_statement, personal or direct-address speech, learner disfluency/repair",14615,human_reviewed
